customer,recency,T,monetary_value,frequency,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud,expected_monetary_value,pred_nb_purchases,pred_revenue
'C927830595',161,179,30.450070422535223,141,141,141,141,141,141,141,141,141,32.800472299366994,0.680815580940416,22.331072603613563
'C2140112247',146,179,35.07768656716419,66,66,66,66,66,66,66,66,66,35.81727385323032,0.624236669605644,22.358455744493803
'C714086473',160,179,32.03981203007519,132,132,132,132,132,132,132,132,132,33.824073493181025,0.6776696048961551,22.9215465201025
'C813786166',155,179,44.038960396039606,100,100,100,100,100,100,100,100,100,40.31444097120165,0.5783918839441258,23.317545463487573
'C968861433',162,179,30.185761589403963,150,150,150,150,150,150,150,150,150,32.550958176469095,0.7538191566111393,24.5375358394704
'C529033504',150,179,30.282970085470097,77,77,77,77,77,77,77,77,77,33.606450474951856,0.7346197448530505,24.68796207332581
'C2065544312',154,179,30.501436170212784,93,93,93,93,93,93,93,93,93,33.43042995253209,0.7450895316164241,24.90866339506781
'C811312110',158,179,134.80378306878296,125,125,125,125,125,125,125,125,125,92.62404289802518,0.27657154788706406,25.61717491586465
'C1497615115',152,179,40.54093023255813,85,85,85,85,85,85,85,85,85,38.33764724150604,0.6777008277250293,25.98145526859883
'C843458267',127,179,47.012916666666655,35,35,35,35,35,35,35,35,35,39.241916671539144,0.6750082617386941,26.488617959750318
'C1732609230',160,179,29.550877862595414,130,130,130,130,130,130,130,130,130,32.39344744505218,0.8209205177523103,26.592445648374493
'C408598280',154,179,76.23778350515465,96,96,96,96,96,96,96,96,96,56.53279195579776,0.5079502296730357,28.71584465800542
'C699081415',136,179,47.36347826086958,45,45,45,45,45,45,45,45,45,39.91605681889065,0.8170260518314352,32.61245830741746
'C2136008441',161,179,31.688719806763302,137,137,137,137,137,137,137,137,137,33.5768800386975,0.978066696889475,32.840428151303016
'C832611882',162,179,32.56145270270268,147,147,147,147,147,147,147,147,147,34.031480159562406,0.9738647845706891,33.142060094213925
'C624012210',157,179,50.472136363636366,109,109,109,109,109,109,109,109,109,43.93966777185226,0.7646940357067525,33.600401876071636
'C1487582791',160,179,32.36848837209302,128,128,128,128,128,128,128,128,128,34.04605605414794,0.9937123508478425,33.83198639866477
'C1549322511',163,179,30.25117088607595,157,157,157,157,157,157,157,157,157,32.525877263137474,1.0795152440995937,35.11218033326927
'C773517519',158,179,31.25384955752213,112,112,112,112,112,112,112,112,112,33.56957981177682,1.108280552036765,37.204512445438255
'C1020192133',157,179,37.369704049844245,106,106,106,106,106,106,106,106,106,36.885870955285164,1.066713757282048,39.346665997333
'C1809646275',17,152,268.4744444444445,2,2,2,2,2,2,2,2,2,41.191049406560204,1.0221587545031317,42.10379175808654
'C87697988',162,179,32.07906249999998,143,143,143,143,143,143,143,143,143,33.76486083161582,1.3673733715131038,46.16917159399726
'C2020967123',163,179,30.900811688311684,153,153,153,153,153,153,153,153,153,32.96570535500689,1.4844608216419928,48.93629805730137
'C389281305',163,179,28.129967320261432,152,152,152,152,152,152,152,152,152,31.25976756164996,1.6069047558901766,50.23146916283679
'C1679796651',163,179,32.601948051948064,153,153,153,153,153,153,153,153,153,34.02084108436027,1.4844608216419928,50.50260570904111
'C940412764',152,179,78.96222891566268,82,82,82,82,82,82,82,82,82,56.234139038701855,1.0231803447748111,57.53766576973363
'C445178285',155,178,36.75917525773197,96,96,96,96,96,96,96,96,96,36.55135324132548,1.6121002371154378,58.92444522723093
'C469822988',157,179,28.22632352941176,101,101,101,101,101,101,101,101,101,32.12969552360407,1.8451261659346543,59.283341914115404
'C1316936887',161,179,26.244769230769222,129,129,129,129,129,129,129,129,129,30.490905239180442,2.0004216480307306,60.994666908510176
'C2011875751',160,179,38.08060975609756,122,122,122,122,122,122,122,122,122,37.323902943329315,1.753227932700114,65.43730919763296
'C1461183154',161,179,33.20065384615387,129,129,129,129,129,129,129,129,129,34.52061566855183,2.0004216480307306,69.0557868867199
'C746599731',163,179,30.981778523489943,148,148,148,148,148,148,148,148,148,33.05800994740309,2.20254322341631,72.81169578928164
'C742393642',162,179,35.818057553956834,138,138,138,138,138,138,138,138,138,36.02843716513647,2.081336072152062,74.9872858950625
'C407936671',163,179,29.880664414414408,147,147,147,147,147,147,147,147,147,32.39409122308784,2.3820501233980442,77.16434899532389
'C976232384',162,179,29.373430656934314,136,136,136,136,136,136,136,136,136,32.21411345742435,2.4584316753218567,79.1961969161441
'C1813823560',151,179,40.815563063063074,73,73,73,73,73,73,73,73,73,38.299301583260984,2.128176606677653,81.50767768158842
'C1579865062',163,179,28.584006849315053,145,145,145,145,145,145,145,145,145,31.627401124006276,2.7843514225190367,88.06179931020705
'C375459759',155,179,58.3199633699634,90,90,90,90,90,90,90,90,90,47.109357504277284,1.9334544697272962,91.08379783262606
'C965801920',160,179,42.41004166666667,119,119,119,119,119,119,119,119,119,39.735734421901384,2.3202672674689366,92.19752392797649
'C509546455',164,179,30.546847133757975,156,156,156,156,156,156,156,156,156,32.71973135800904,2.9979396037457353,98.09177846209654
'C546927133',164,179,31.60573248407646,156,156,156,156,156,156,156,156,156,33.38134027840461,2.9979396037457353,100.07524204674186
'C285306155',164,179,31.111602564102576,155,155,155,155,155,155,155,155,155,33.08048564235787,3.2239627984278263,106.65025506488762
'C371517012',109,178,334.45568181818186,21,21,21,21,21,21,21,21,21,90.93225394871004,1.194240167724536,108.59495020727758
'C150523972',163,179,27.49192307692308,142,142,142,142,142,142,142,142,142,31.00812994339272,3.512403083752601,108.91305123457396
'C201406562',156,179,47.46876344086019,92,92,92,92,92,92,92,92,92,41.85341103237355,2.7204922469795747,113.86188022322165
'C259158925',164,179,27.61266233766232,153,153,153,153,153,153,153,153,153,30.926219316448574,3.7259687611353156,115.23012707310696
'C898690183',163,179,41.009206896551746,144,144,144,144,144,144,144,144,144,39.168306367618804,3.0092652131496305,117.86782181006242
'C916694479',159,179,71.72402654867255,112,112,112,112,112,112,112,112,112,55.60772842380306,2.224832508507521,123.71788192153474
'C1990714179',149,179,37.229765625000006,63,63,63,63,63,63,63,63,63,36.69680916470568,3.602295981361685,132.1927681828159
'C1533664211',158,179,34.3669801980198,100,100,100,100,100,100,100,100,100,35.320475479509774,3.8130441065374883,134.67853086724662
'C1541237057',163,179,41.0154195804196,142,142,142,142,142,142,142,142,142,39.1564272138464,3.512403083752601,137.53315569464834
'C1758950662',141,179,33.07630434782609,45,45,45,45,45,45,45,45,45,35.27981753887597,3.9048463226706756,137.76226578117223
'C234264885',161,179,40.02829268292681,122,122,122,122,122,122,122,122,122,38.42564925813443,3.689525237360773,141.77240269986024
'C1158029630',156,179,38.949111111111115,89,89,89,89,89,89,89,89,89,37.61034481436578,3.7881852261438,142.47495257595455
'C5377162',164,179,27.55825607064018,150,150,150,150,150,150,150,150,150,30.93352307327271,4.620832121733196,142.93861705535352
'C1771632349',162,179,32.02255813953488,128,128,128,128,128,128,128,128,128,33.84630687348295,4.729880687184358,160.0889932134022
'C233539413',150,179,73.23492647058822,67,67,67,67,67,67,67,67,67,51.72405309054715,3.1117921163971123,160.9545006352703
'C864134074',163,179,32.48107913669063,138,138,138,138,138,138,138,138,138,34.04071167028458,4.768566786058535,162.32540704471418
'C1214279601',164,179,34.640165562913914,150,150,150,150,150,150,150,150,150,35.29299213191524,4.620832121733196,163.0829917152309
'C849065220',70,171,50.90333333333333,5,5,5,5,5,5,5,5,5,37.076408766404725,4.420956962153067,163.91320746746996
'C2078688167',155,179,101.20483146067416,88,88,88,88,88,88,88,88,88,67.75876595189064,2.446317314961672,165.75944238854547
'C73726310',162,179,51.06529040404039,131,131,131,131,131,131,131,131,131,44.9251762429098,3.709941210785586,166.66976274537663
'C642583859',151,178,35.78161971830985,70,70,70,70,70,70,70,70,70,36.10025805205619,4.663889219255147,168.36760434131367
'C1807452084',161,179,31.229537815126047,118,118,118,118,118,118,118,118,118,33.49038624661881,5.190026440726602,173.81599013009819
'C879260717',145,179,67.49993827160495,53,53,53,53,53,53,53,53,53,47.59851421487669,3.6655830262486373,174.47630578070647
'C1743702978',157,174,96.14000000000001,4,4,4,4,4,4,4,4,4,38.78741534512103,4.630060001718525,179.58806035948825
'C619464090',152,179,91.56086666666666,74,74,74,74,74,74,74,74,74,60.70995156714343,2.9786635013267233,180.83451690036324
'C2087229084',157,179,39.68064516129032,92,92,92,92,92,92,92,92,92,37.994446420905064,4.788370557984268,181.93148860877255
'C823680818',147,179,31.346339285714297,55,55,55,55,55,55,55,55,55,34.49162509286384,5.36679610005913,185.10951903308327
'C1127607634',161,179,30.396186440677955,117,117,117,117,117,117,117,117,117,33.03830598591788,5.645135023131531,186.50569822604115
'C1404665203',122,179,175.48999999999998,4,4,4,4,4,4,4,4,4,42.037022370965076,4.4483745238435635,186.996419373243
'C1454671890',164,179,37.02991610738253,148,148,148,148,148,148,148,148,148,36.76187041620767,5.3264914132831125,195.81178710815664
'C1134229140',157,179,75.5744270833333,95,95,95,95,95,95,95,95,95,56.09434183968044,3.505832620955129,196.6573734725598
'C1299279378',163,179,50.02410714285716,139,139,139,139,139,139,139,139,139,44.51428449028111,4.419760147411054,196.74246058066245
'C238162071',161,179,41.66394957983192,118,118,118,118,118,118,118,118,118,39.30718177665233,5.190026440726602,204.00531273127245
'C792820521',170,179,65.96499999999999,5,5,5,5,5,5,5,5,5,37.83961721494925,5.504608668379311,208.29228492956466
'C1911908507',159,179,36.42412621359224,102,102,102,102,102,102,102,102,102,36.38307242724656,5.779258785786852,210.26719097908406
'C1216867117',164,179,29.26561643835617,145,145,145,145,145,145,145,145,145,32.04149591494695,6.5762773414677635,210.71376357219754
'C522845009',155,179,33.34191358024692,80,80,80,80,80,80,80,80,80,34.958097346753995,6.051991309995848,211.56610135654407
'C1797237747',165,179,27.950443037974672,157,157,157,157,157,157,157,157,157,31.084901291411768,7.034724881218512,218.67372854491583
'C2080100346',160,179,28.613055555555555,107,107,107,107,107,107,107,107,107,32.219194677095814,6.845993572767068,220.5723996791289
'C587216359',163,179,73.85152582159623,141,141,141,141,141,141,141,141,141,58.877592886591835,3.793141814418704,223.33105951045272
'C730733765',143,165,105.78666666666665,5,5,5,5,5,5,5,5,5,39.857470425204234,5.956404989054709,237.40723569178704
'C677660361',165,179,30.07359872611464,156,156,156,156,156,156,156,156,156,32.42403799709356,7.506135870844334,243.37923468760366
'C1689346810',131,171,165.97583333333333,5,5,5,5,5,5,5,5,5,42.9073905653517,5.721438775728687,245.49200814593843
'C64314422',134,152,131.3275,5,5,5,5,5,5,5,5,5,41.15168176411322,6.464533334824607,266.02641854820376
'C610735261',165,179,29.35516129032256,154,154,154,154,154,154,154,154,154,31.99630329269812,8.537093033262922,273.1554179302606
'C601255458',124,172,112.01785714285714,6,6,6,6,6,6,6,6,6,40.89401971848451,6.6805195574085126,273.1932985103851
'C1480640363',146,179,38.508104575163394,50,50,50,50,50,50,50,50,50,37.09346250411161,7.8397769269423305,290.80447148013474
'C1463356115',157,171,36.28371621621623,147,147,147,147,147,147,147,147,147,36.30498796407525,8.050565223174159,292.27567353134066
'C1432191075',103,152,231.35,5,5,5,5,5,5,5,5,5,46.2200462906958,6.371256714964807,294.4797802955798
'C510795907',141,176,75.03125,7,7,7,7,7,7,7,7,7,39.028755325277096,7.583645702030773,295.9802525781483
'C944711585',149,172,32.07269230769231,77,77,77,77,77,77,77,77,77,34.413891192578994,8.918230727434361,306.9110218842407
'C841747618',164,179,39.43984848484849,142,142,142,142,142,142,142,142,142,38.20710011828879,8.092143442396983,309.17733467521566
'C1225568299',107,172,418.4724999999999,5,5,5,5,5,5,5,5,5,55.701963270629776,5.572426988770108,310.39512345673865
'C1156745710',127,131,150.06,5,5,5,5,5,5,5,5,5,42.10089957504784,7.504985213715089,315.9666287948379
'C1715900756',162,179,31.734958333333328,119,119,119,119,119,119,119,119,119,33.762560421725894,9.55014192421388,322.43724375232875
'C573965612',165,179,28.075296052631575,151,151,151,151,151,151,151,151,151,31.238818973669,10.325515918793586,322.5569225969304
'C28065321',103,141,96.15285714285714,6,6,6,6,6,6,6,6,6,39.939000134087706,8.146805330206226,325.3752591754929
'C1235359960',129,142,104.09142857142858,6,6,6,6,6,6,6,6,6,40.416875405844316,8.175445464867861,330.4259607408393
'C130979586',168,174,62.26222222222222,8,8,8,8,8,8,8,8,8,38.37814502840012,8.743093763504088,335.5437204526605
'C1233811793',147,158,191.32999999999998,6,6,6,6,6,6,6,6,6,45.66834368375703,7.357519104785708,336.00571113716205
'C1564636486',138,141,270.8183333333333,5,5,5,5,5,5,5,5,5,48.21999530806692,6.9782196113328405,336.4897169171301
'C1229114783',165,179,30.36016447368421,151,151,151,151,151,151,151,151,151,32.64892405249044,10.325515918793586,337.11698503547285
'C181413412',134,140,107.51285714285714,6,6,6,6,6,6,6,6,6,40.62283388629367,8.2993222288312,337.14198827063433
'C1196611038',86,149,53.529444444444444,8,8,8,8,8,8,8,8,8,37.69102079031695,8.96972344187742,338.07803273119515
'C819388154',165,179,27.298079470198658,150,150,150,150,150,150,150,150,150,30.77336403132999,10.992044981156644,338.2622016538872
'C79727066',137,153,176.1407142857143,6,6,6,6,6,6,6,6,6,44.75399982430909,7.589802996216321,339.67404195920585
'C859741683',165,179,30.918190789473705,151,151,151,151,151,151,151,151,151,32.99330963494262,10.325515918793586,340.67294384928584
'C1131883667',166,173,281.08000000000004,6,6,6,6,6,6,6,6,6,51.07099150598288,6.727723255804033,343.5914972517713
'C1619197936',134,175,85.06981481481483,8,8,8,8,8,8,8,8,8,40.172722891422836,8.599832655488877,345.47869418156364
'C1156399058',171,174,87.04055555555557,8,8,8,8,8,8,8,8,8,40.32778738114188,8.745249676818123,352.676569561721
'C187965576',164,178,29.628933333333336,149,149,149,149,149,149,149,149,149,32.218815343245126,11.01725315725422,354.9628450633581
'C710270523',99,128,94.51857142857143,6,6,6,6,6,6,6,6,6,39.840621636536945,9.005136176175363,358.7702231804937
'C746711867',110,156,127.290625,7,7,7,7,7,7,7,7,7,42.66244418054521,8.44041711562944,360.08882405605937
'C1136761152',175,176,194.015,7,7,7,7,7,7,7,7,7,47.301910645887176,7.632527016245062,361.03311092474377
'C1562081159',114,172,117.13777777777779,8,8,8,8,8,8,8,8,8,42.69593774682393,8.493093119019727,362.62057508764497
'C677202538',163,178,28.828102189781017,136,136,136,136,136,136,136,136,136,31.89119975424611,11.415978204756167,364.06924131799883
'C363287468',165,179,28.86343333333333,149,149,149,149,149,149,149,149,149,31.7488028732476,11.69620223206507,371.34041903147255
'C1526367312',87,131,62.923750000000005,7,7,7,7,7,7,7,7,7,38.18689895376178,9.922332552967438,378.9031105857887
'C1100570635',165,179,33.51788079470197,150,150,150,150,150,150,150,150,150,34.60213810061994,10.992044981156644,380.3482584462085
'C516824110',111,179,85.05083333333332,13,13,13,13,13,13,13,13,13,42.27482902385891,9.111211180723144,385.1748948653426
'C2008400862',78,128,172.08714285714288,6,6,6,6,6,6,6,6,6,44.50998847221095,8.69792281534674,387.144444243264
'C868607067',158,179,93.99533333333333,9,9,9,9,9,9,9,9,9,41.39238466578432,9.478055320530363,392.3193117109765
'C511635087',159,175,85.80433333333335,9,9,9,9,9,9,9,9,9,40.67438918816846,9.701902089594533,394.61894145767286
'C1924305208',69,74,57.988,4,4,4,4,4,4,4,4,4,37.22498299162384,10.796562776744365,401.901865732308
'C650117238',90,169,364.7375,7,7,7,7,7,7,7,7,7,59.17255482396068,6.79516783472366,402.0874412382
'C140804810',166,176,98.7475,9,9,9,9,9,9,9,9,9,41.80894359333206,9.655397599611613,403.6819736133557
'C243130666',156,175,169.57000000000002,8,8,8,8,8,8,8,8,8,46.82148080565808,8.678614085853877,406.3455628405211
'C1337135199',163,178,109.07549999999999,9,9,9,9,9,9,9,9,9,42.71426129481131,9.541478244283192,407.55719486506973
'C1640437529',158,179,33.54859550561799,88,88,88,88,88,88,88,88,88,34.987042370004616,11.8110052236006,413.23214019046003
